Index,date,State,Rt,Climate,Region,RtVarianceByState,ClimateVarianceByState,RtVarianceByRegion,ClimateVarianceByRegion
4149,8/22/2020,TX,0.913946467,82.5,"Region 06 AR, LA, NM, OK, TX",-1.024876497,0.480970991,-1.462550471,0.854618456
3861,8/22/2020,SC,0.908867272,77,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.938111086,0.335928768,-1.172063707,0.538349501
213,8/22/2020,AR,0.982820021,78,"Region 06 AR, LA, NM, OK, TX",-0.923998199,0.675626008,-0.557251067,0.458103395
1366,8/23/2020,IL,0.939214234,81,"Region 05 IL, IN, MI, MN, OH, WI",-1.409119026,1.300451059,-1.623754042,1.575210092
2326,8/23/2020,MO,0.999751463,80.5,"Region 07 IA, KS, MO, NE",-1.132486342,1.197946636,-1.143893709,1.174520767
2134,8/23/2020,MI,1.008050631,76.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.052819495,1.492083762,-0.865688633,1.216695401
1462,8/23/2020,IN,0.991918974,75,"Region 05 IL, IN, MI, MN, OH, WI",-1.375836251,1.09520054,-1.043339581,1.097190504
1558,8/23/2020,KS,1.011168566,79.5,"Region 07 IA, KS, MO, NE",-0.981811042,1.062042877,-1.004117665,1.101499481
4534,8/23/2020,WA,1.025593913,73,"Region 10 AK, ID, OR, WA",0.32697406,1.072031784,-0.440994428,0.979826968
3862,8/23/2020,SC,0.904140242,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.993517191,0.564241417,-1.233502863,0.689825016
3958,8/23/2020,SD,1.026919665,81.5,"Region 08 CO, MT, ND, SD, UT, WY",-1.786988589,1.309314455,-1.100325581,1.187409623
1174,8/23/2020,IA,0.985905998,82.5,"Region 07 IA, KS, MO, NE",-1.303278981,1.416596777,-1.313399435,1.32056334
1750,8/23/2020,LA,0.917899025,82.5,"Region 06 AR, LA, NM, OK, TX",-1.306751466,0.620495558,-1.410596591,0.854618456
3286,8/23/2020,NY,1.047553842,80,"Region 02 NJ, NY",-0.192476474,1.250446794,-0.201604855,1.211340922
3574,8/23/2020,OR,1.040645399,71,"Region 10 AK, ID, OR, WA",-0.207060914,0.732167882,-0.198183343,0.837535749
790,8/23/2020,DE,1.149685784,76,"Region 03 DC, DE, MD, PA, VA, WV",1.200595325,0.908190644,1.432226236,0.742360422
3382,8/23/2020,OH,0.935404742,77,"Region 05 IL, IN, MI, MN, OH, WI",-1.171026821,1.271840541,-1.665706327,1.256530366
2998,8/23/2020,NJ,1.041203663,79,"Region 02 NJ, NY",-0.318952593,1.075409608,-0.325458379,1.116874043
2614,8/23/2020,NC,0.952425293,86,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.838975999,1.487307369,-0.605922164,1.219989317
4150,8/23/2020,TX,0.918702365,83.5,"Region 06 AR, LA, NM, OK, TX",-0.960475273,0.581566231,-1.400037193,0.942732914
4054,8/23/2020,TN,0.971432079,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.097885134,1.309314455,-0.358883137,0.879169409
3478,8/23/2020,OK,0.980770596,77.5,"Region 06 AR, LA, NM, OK, TX",-1.107748831,0.74507208,-0.584189465,0.414046166
3670,8/23/2020,PA,1.079268637,77,"Region 03 DC, DE, MD, PA, VA, WV",-0.048108486,1.079577681,0.414979619,0.836962104
4726,8/23/2020,WV,1.141415082,77.5,"Region 03 DC, DE, MD, PA, VA, WV",0.996033289,1.108135753,1.312747615,0.884262945
1846,8/23/2020,MA,1.095039573,77.5,"Region 01 CT,MA,ME,NH,RI,VT",0.004204539,1.217531552,-0.213173865,1.264873599
4438,8/23/2020,VT,1.035726667,73,"Region 01 CT,MA,ME,NH,RI,VT",-0.965125773,1.072031784,-0.706210685,0.894038584
502,8/23/2020,CO,1.069427017,80,"Region 08 CO, MT, ND, SD, UT, WY",-0.355731869,1.014098402,-0.553862927,1.092806653
2038,8/23/2020,ME,0.965778635,67,"Region 01 CT,MA,ME,NH,RI,VT",-0.729132513,0.750989214,-1.287651684,0.399591897
3094,8/23/2020,NM,1.015183629,82.5,"Region 06 AR, LA, NM, OK, TX",-0.847734808,1.095878335,-0.131851863,0.854618456
982,8/23/2020,GA,0.929386831,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.116532303,0.672476508,-0.905362545,0.689825016
118,8/23/2020,AL,1.011573282,80,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.397420437,0.66106491,0.162848615,0.765562773
4822,8/23/2020,WY,1.123188096,75,"Region 08 CO, MT, ND, SD, UT, WY",-0.533798413,1.034312702,0.137274502,0.777463417
2806,8/23/2020,NE,1.028312851,86,"Region 07 IA, KS, MO, NE",-0.937720195,1.487307369,-0.794225512,1.576137842
2230,8/23/2020,MN,0.98680852,75.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.061379743,1.337954854,-1.099618796,1.137025469
4342,8/23/2020,VA,0.996483732,84,"Region 03 DC, DE, MD, PA, VA, WV",-0.281960988,1.184235521,-0.780931719,1.499173878
1942,8/23/2020,MD,1.067552565,82,"Region 03 DC, DE, MD, PA, VA, WV",0.111551034,1.317809475,0.245729158,1.309970514
310,8/23/2020,AZ,0.965852242,99.5,"Region 09 AZ, CA, HI, NV",-0.764911517,0.975834933,-0.50658331,1.738457832
3190,8/23/2020,NV,0.902837435,96,"Region 09 AZ, CA, HI, NV",-1.516964545,1.019467269,-1.323181096,1.406452528
4246,8/23/2020,UT,1.072104631,85,"Region 08 CO, MT, ND, SD, UT, WY",0.359061994,1.145657917,-0.519440268,1.408149888
3766,8/23/2020,RI,1.056663599,77,"Region 01 CT,MA,ME,NH,RI,VT",-0.556416599,1.079577681,-0.532173042,1.223669709
598,8/23/2020,CT,1.073431037,77.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.667251129,1.169572086,-0.392794197,1.264873599
4630,8/23/2020,WI,1.212888248,78.5,"Region 05 IL, IN, MI, MN, OH, WI",1.553119028,1.362625547,1.390099273,1.376035263
2710,8/23/2020,ND,1.160065867,86,"Region 08 CO, MT, ND, SD, UT, WY",0.599080449,1.487307369,0.611364834,1.471218535
1078,8/23/2020,HI,0.873366215,81,"Region 09 AZ, CA, HI, NV",-1.957993393,1.792465593,-1.705093445,-0.016427346
1270,8/23/2020,ID,1.039278769,77.5,"Region 10 AK, ID, OR, WA",-0.239416569,0.922390387,-0.220229865,1.29998221
214,8/23/2020,AR,0.984917815,80.5,"Region 06 AR, LA, NM, OK, TX",-0.878314547,0.90726921,-0.529676889,0.67838954
886,8/23/2020,FL,0.976023478,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.607519114,0.46702653,-0.299206832,1.030644924
1654,8/23/2020,KY,0.971902719,78,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.554036932,1.012364645,-0.352766035,0.614087259
694,8/23/2020,DC,0.967708185,82.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.765339665,1.289299249,-1.196623479,1.357271355
22,8/23/2020,AK,1.037922667,59.5,"Region 10 AK, ID, OR, WA",-0.940798069,1.01330237,-0.242106549,0.01936124
2518,8/23/2020,MT,1.052798352,73.5,"Region 08 CO, MT, ND, SD, UT, WY",-0.594816885,0.797817992,-0.767636403,0.682860447
2902,8/23/2020,NH,1.110859147,77,"Region 01 CT,MA,ME,NH,RI,VT",0.012125499,1.108489556,-0.081674112,1.223669709
406,8/23/2020,CA,0.881652981,75,"Region 09 AZ, CA, HI, NV",-1.384543754,0.812959825,-1.597706704,-0.585579295
2615,8/24/2020,NC,0.959453681,87,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.606888731,1.553640241,-0.51457131,1.295727074
1943,8/24/2020,MD,1.059465327,81,"Region 03 DC, DE, MD, PA, VA, WV",-0.005899184,1.222077572,0.128900859,1.215368832
4535,8/24/2020,WA,1.032495519,76.5,"Region 10 AK, ID, OR, WA",0.49008895,1.364166966,-0.329657485,1.228836601
791,8/24/2020,DE,1.149009277,79,"Region 03 DC, DE, MD, PA, VA, WV",1.190540323,1.199296827,1.422453411,1.026165468
503,8/24/2020,CO,1.074285719,82.5,"Region 08 CO, MT, ND, SD, UT, WY",-0.305592484,1.176787985,-0.49140081,1.25047827
23,8/24/2020,AK,1.039110164,56.5,"Region 10 AK, ID, OR, WA",-0.921392806,0.784863166,-0.222949807,-0.194075588
311,8/24/2020,AZ,0.966434834,102.5,"Region 09 AZ, CA, HI, NV",-0.757723769,1.285350858,-0.499033603,2.023033806
3575,8/24/2020,OR,1.045682573,69,"Region 10 AK, ID, OR, WA",-0.13037387,0.50885377,-0.116923481,0.69524453
3767,8/24/2020,RI,1.066425952,78,"Region 01 CT,MA,ME,NH,RI,VT",-0.466364785,1.166523534,-0.451023764,1.30607749
4439,8/24/2020,VT,1.044332292,76.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.900746418,1.364166966,-0.634676676,1.182465818
1847,8/24/2020,MA,1.105445907,77,"Region 01 CT,MA,ME,NH,RI,VT",0.135915484,1.173106228,-0.126671514,1.223669709
887,8/24/2020,FL,0.97492921,85,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.624402513,0.830549883,-0.313429484,1.14425156
2999,8/24/2020,NJ,1.042470974,82.5,"Region 02 NJ, NY",-0.298018243,1.399915785,-0.300740818,1.447508121
4727,8/24/2020,WV,1.124806303,78.5,"Region 03 DC, DE, MD, PA, VA, WV",0.784023972,1.207371791,1.072817073,0.978864627
3671,8/24/2020,PA,1.07162099,78,"Region 03 DC, DE, MD, PA, VA, WV",-0.206236324,1.166523534,0.304501655,0.931563786
3383,8/24/2020,OH,0.930982776,78.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.211151297,1.413156157,-1.714403522,1.376035263
4247,8/24/2020,UT,1.07803099,87.5,"Region 08 CO, MT, ND, SD, UT, WY",0.570603895,1.322707434,-0.443252651,1.565821506
3479,8/24/2020,OK,0.981239097,79.5,"Region 06 AR, LA, NM, OK, TX",-1.080153216,0.910835509,-0.578031315,0.590275082
4055,8/24/2020,TN,0.964584166,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.210913402,1.433487522,-0.447888283,1.030644924
215,8/24/2020,AR,0.984291637,82,"Region 06 AR, LA, NM, OK, TX",-0.891950823,1.046255132,-0.537907603,0.810561227
4151,8/24/2020,TX,0.925903019,85,"Region 06 AR, LA, NM, OK, TX",-0.86296878,0.73245909,-1.305389141,1.074904601
1655,8/24/2020,KY,0.972576364,78.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.539998861,1.063488793,-0.344010393,0.651956137
1271,8/24/2020,ID,1.045219577,77.5,"Region 10 AK, ID, OR, WA",-0.109444939,0.922390387,-0.124392548,1.29998221
983,8/24/2020,GA,0.925421716,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.187025144,0.672476508,-0.956898779,0.689825016
4631,8/24/2020,WI,1.221088483,83,"Region 05 IL, IN, MI, MN, OH, WI",1.677548419,1.72210905,1.480404907,1.734549954
2327,8/24/2020,MO,1.001425889,82,"Region 07 IA, KS, MO, NE",-1.105207439,1.324881379,-1.123394232,1.284052697
3287,8/24/2020,NY,1.046684562,82.5,"Region 02 NJ, NY",-0.214163959,1.490053365,-0.218559242,1.447508121
3959,8/24/2020,SD,1.021177594,83.5,"Region 08 CO, MT, ND, SD, UT, WY",-1.905831392,1.433487522,-1.174144044,1.313546918
1367,8/24/2020,IL,0.938590962,84.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.415857864,1.571512818,-1.630617867,1.854054851
695,8/24/2020,DC,0.969830955,82.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.733286067,1.289299249,-1.165957929,1.357271355
2519,8/24/2020,MT,1.060236158,75.5,"Region 08 CO, MT, ND, SD, UT, WY",-0.488794381,0.917584259,-0.672018045,0.808997741
3863,8/24/2020,SC,0.896216212,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.086395729,0.792554066,-1.336494745,0.841300531
2711,8/24/2020,ND,1.152569643,87,"Region 08 CO, MT, ND, SD, UT, WY",0.462728838,1.553640241,0.514995471,1.534287182
2231,8/24/2020,MN,0.985559461,75.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.072733916,1.337954854,-1.113374142,1.137025469
1751,8/24/2020,LA,0.918493655,84,"Region 06 AR, LA, NM, OK, TX",-1.298933885,0.818613874,-1.402780555,0.986790143
4343,8/24/2020,VA,0.985207466,82.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.499501866,1.016638553,-0.943828739,1.357271355
1463,8/24/2020,IN,0.990372419,78.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.401709162,1.41842178,-1.060371121,1.376035263
1175,8/24/2020,IA,0.981161553,83,"Region 07 IA, KS, MO, NE",-1.351532798,1.451271252,-1.371484201,1.357073983
2807,8/24/2020,NE,1.027476099,87,"Region 07 IA, KS, MO, NE",-0.948016317,1.553640241,-0.804469606,1.649159128
3095,8/24/2020,NM,1.018689335,80.5,"Region 06 AR, LA, NM, OK, TX",-0.810180506,0.930267441,-0.08577157,0.67838954
2903,8/24/2020,NH,1.113240827,79.5,"Region 01 CT,MA,ME,NH,RI,VT",0.056815645,1.309500129,-0.061876466,1.429689161
3191,8/24/2020,NV,0.910351674,95.5,"Region 09 AZ, CA, HI, NV",-1.427400264,0.973280927,-1.225805396,1.359023199
4823,8/24/2020,WY,1.140255175,80.5,"Region 08 CO, MT, ND, SD, UT, WY",-0.355199203,1.381825973,0.356684107,1.124340976
407,8/24/2020,CA,0.883423049,75,"Region 09 AZ, CA, HI, NV",-1.35926326,0.812959825,-1.574768705,-0.585579295
2135,8/24/2020,MI,1.008010371,77.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.053292331,1.57821728,-0.866131999,1.296365332
1079,8/24/2020,HI,0.873491501,80,"Region 09 AZ, CA, HI, NV",-1.955760402,0.932082108,-1.703469886,-0.111286004
599,8/24/2020,CT,1.076275276,79.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.63144295,1.336591677,-0.369151543,1.429689161
119,8/24/2020,AL,1.003952857,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.542678812,0.722918936,0.063802812,0.803431652
2039,8/24/2020,ME,0.970219425,70.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.706841798,1.032453103,-1.250737745,0.688019131
1559,8/24/2020,KS,1.005988321,80,"Region 07 IA, KS, MO, NE",-1.050780387,1.100429969,-1.067537795,1.138010124
3576,8/25/2020,OR,1.052948612,69.5,"Region 10 AK, ID, OR, WA",-0.019754095,0.564682298,0.000292507,0.730817335
216,8/25/2020,AR,0.98742938,83.5,"Region 06 AR, LA, NM, OK, TX",-0.823620206,1.185241053,-0.496663952,0.942732914
3384,8/25/2020,OH,0.926303084,78.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.253614352,1.413156157,-1.765938942,1.376035263
2712,8/25/2020,ND,1.143938616,86,"Region 08 CO, MT, ND, SD, UT, WY",0.305735872,1.487307369,0.404037396,1.471218535
4728,8/25/2020,WV,1.105271303,79,"Region 03 DC, DE, MD, PA, VA, WV",0.534661752,1.25698981,0.790614321,1.026165468
984,8/25/2020,GA,0.925692152,74.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.182217263,0.152315628,-0.95338381,0.349005108
4440,8/25/2020,VT,1.051425549,72.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.847681207,1.030298187,-0.575714182,0.852834693
4536,8/25/2020,WA,1.02851412,72.5,"Region 10 AK, ID, OR, WA",0.39599122,1.030298187,-0.393885549,0.944254163
1272,8/25/2020,ID,1.053469773,79.5,"Region 10 AK, ID, OR, WA",0.071050951,1.084494693,0.008699894,1.442273429
3960,8/25/2020,SD,1.019233032,85,"Region 08 CO, MT, ND, SD, UT, WY",-1.946077707,1.526617323,-1.19914279,1.408149888
408,8/25/2020,CA,0.885112925,73.5,"Region 09 AZ, CA, HI, NV",-1.335128086,0.524619394,-1.552869899,-0.727867283
1944,8/25/2020,MD,1.046367671,82.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.196115245,1.365675426,-0.060307974,1.357271355
1464,8/25/2020,IN,0.991871681,80,"Region 05 IL, IN, MI, MN, OH, WI",-1.376627433,1.556945168,-1.043860398,1.49554016
3672,8/25/2020,PA,1.061295948,80.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.419723762,1.383888168,0.155346024,1.168067991
2232,8/25/2020,MN,0.984453447,73.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.082787784,1.201421592,-1.125554195,0.977685607
1752,8/25/2020,LA,0.914581768,85,"Region 06 AR, LA, NM, OK, TX",-1.350363334,0.950692751,-1.454199841,1.074904601
3864,8/25/2020,SC,0.889009471,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.170866833,0.792554066,-1.430163727,0.841300531
1368,8/25/2020,IL,0.93656612,81.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.437750523,1.339174167,-1.652916574,1.615045057
3288,8/25/2020,NY,1.047381063,80,"Region 02 NJ, NY",-0.196787101,1.250446794,-0.204974727,1.211340922
2328,8/25/2020,MO,1.004014873,83,"Region 07 IA, KS, MO, NE",-1.063029019,1.409504541,-1.091698106,1.357073983
4632,8/25/2020,WI,1.228884781,74.5,"Region 05 IL, IN, MI, MN, OH, WI",1.795848518,1.043084656,1.566262159,1.057355538
696,8/25/2020,DC,0.969865269,83,"Region 03 DC, DE, MD, PA, VA, WV",-0.732767929,1.339756945,-1.165462228,1.404572196
4344,8/25/2020,VA,0.98077317,85.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.585047972,1.35183249,-1.007886611,1.641076401
792,8/25/2020,DE,1.13970682,81,"Region 03 DC, DE, MD, PA, VA, WV",1.052276828,1.393367615,1.288070049,1.215368832
1080,8/25/2020,HI,0.874755395,79.5,"Region 09 AZ, CA, HI, NV",-1.933233829,0.501890366,-1.687091306,-0.158715333
3192,8/25/2020,NV,0.920576241,98.5,"Region 09 AZ, CA, HI, NV",-1.305530838,1.250398976,-1.093307033,1.643599173
3768,8/25/2020,RI,1.075496627,80.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.382693284,1.383888168,-0.37562404,1.512096943
312,8/25/2020,AZ,0.967412743,101.5,"Region 09 AZ, CA, HI, NV",-0.745658784,1.182178883,-0.486361053,1.928175148
4248,8/25/2020,UT,1.080791414,85,"Region 08 CO, MT, ND, SD, UT, WY",0.66913747,1.145657917,-0.40776541,1.408149888
1656,8/25/2020,KY,0.971587015,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.560615879,1.267985386,-0.35686937,0.803431652
888,8/25/2020,FL,0.973216489,87.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.650827987,1.436422138,-0.335690425,1.333595953
24,8/25/2020,AK,1.041242213,55.5,"Region 10 AK, ID, OR, WA",-0.88655232,0.708716765,-0.18855552,-0.265221198
600,8/25/2020,CT,1.079138818,78.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.595391751,1.253081882,-0.345348432,1.34728138
1176,8/25/2020,IA,0.979604645,81.5,"Region 07 IA, KS, MO, NE",-1.367367475,1.347247827,-1.390544941,1.247542054
2808,8/25/2020,NE,1.027354847,86,"Region 07 IA, KS, MO, NE",-0.949508307,1.487307369,-0.805954057,1.576137842
2904,8/25/2020,NH,1.111862423,78,"Region 01 CT,MA,ME,NH,RI,VT",0.030951097,1.188893785,-0.07333441,1.30607749
3480,8/25/2020,OK,0.980629187,78.5,"Region 06 AR, LA, NM, OK, TX",-1.116078094,0.827953795,-0.586048197,0.502160624
2040,8/25/2020,ME,0.97157713,73,"Region 01 CT,MA,ME,NH,RI,VT",-0.700026746,1.233498737,-1.239451861,0.894038584
2520,8/25/2020,MT,1.067824932,78,"Region 08 CO, MT, ND, SD, UT, WY",-0.380619898,1.067292091,-0.574458884,0.966669359
504,8/25/2020,CO,1.076824383,82,"Region 08 CO, MT, ND, SD, UT, WY",-0.279394735,1.144250068,-0.458764454,1.218943947
2616,8/25/2020,NC,0.96769959,86,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.334597205,1.487307369,-0.407395834,1.219989317
1848,8/25/2020,MA,1.115077565,78.5,"Region 01 CT,MA,ME,NH,RI,VT",0.257821505,1.306382201,-0.046608635,1.34728138
2136,8/25/2020,MI,1.007227559,76,"Region 05 IL, IN, MI, MN, OH, WI",-1.062486113,1.449017003,-0.874752769,1.176860435
4824,8/25/2020,WY,1.150769547,79,"Region 08 CO, MT, ND, SD, UT, WY",-0.245171088,1.287049626,0.491853939,1.029738006
4056,8/25/2020,TN,0.959170432,85,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.30026982,1.526617323,-0.518252814,1.14425156
3096,8/25/2020,NM,1.022455582,78.5,"Region 06 AR, LA, NM, OK, TX",-0.769835202,0.764656548,-0.03626663,0.502160624
3000,8/25/2020,NJ,1.042874842,82.5,"Region 02 NJ, NY",-0.291346862,1.399915785,-0.2928638,1.447508121
1560,8/25/2020,KS,1.000980981,80.5,"Region 07 IA, KS, MO, NE",-1.117447689,1.138817061,-1.128841103,1.174520767
120,8/25/2020,AL,0.990168941,79.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.805423902,0.599210883,-0.115352422,0.727693895
4152,8/25/2020,TX,0.926089851,86.5,"Region 06 AR, LA, NM, OK, TX",-0.860438825,0.88335195,-1.302933352,1.207076288
313,8/26/2020,AZ,0.965396426,100.5,"Region 09 AZ, CA, HI, NV",-0.770535162,1.079006908,-0.51249015,1.83331649
3577,8/26/2020,OR,1.053729663,69.5,"Region 10 AK, ID, OR, WA",-0.007863202,0.564682298,0.012892449,0.730817335
3961,8/26/2020,SD,1.0144052,84,"Region 08 CO, MT, ND, SD, UT, WY",-2.04599864,1.464530789,-1.261208051,1.345081241
2041,8/26/2020,ME,0.971485061,61,"Region 01 CT,MA,ME,NH,RI,VT",-0.70048889,0.268479691,-1.240217182,-0.09485479
3481,8/26/2020,OK,0.97756296,80.5,"Region 06 AR, LA, NM, OK, TX",-1.296684794,0.993717224,-0.626351816,0.67838954
4633,8/26/2020,WI,1.239588257,82,"Region 05 IL, IN, MI, MN, OH, WI",1.95826179,1.642223827,1.684134901,1.654880023
2137,8/26/2020,MI,1.003326293,73.5,"Region 05 IL, IN, MI, MN, OH, WI",-1.108304763,1.233683207,-0.91771572,0.977685607
1369,8/26/2020,IL,0.933713415,85,"Region 05 IL, IN, MI, MN, OH, WI",-1.468594064,1.610235927,-1.684332178,1.893889817
2713,8/26/2020,ND,1.13758278,85.5,"Region 08 CO, MT, ND, SD, UT, WY",0.190127204,1.454140933,0.322328542,1.439684212
2809,8/26/2020,NE,1.035675746,85.5,"Region 07 IA, KS, MO, NE",-0.84712075,1.454140933,-0.704083876,1.539627199
4057,8/26/2020,TN,0.957775878,84,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.32328764,1.464530789,-0.536378407,1.068513803
4537,8/26/2020,WA,1.031284914,61,"Region 10 AK, ID, OR, WA",0.461477102,0.070425446,-0.349187006,0.126079654
3001,8/26/2020,NJ,1.04235623,74.5,"Region 02 NJ, NY",-0.299913666,0.65818738,-0.302978779,0.691773086
121,8/26/2020,AL,0.97704873,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.055517635,1.03218907,-0.28588121,0.992776045
4153,8/26/2020,TX,0.93195767,86.5,"Region 06 AR, LA, NM, OK, TX",-0.780980702,0.88335195,-1.225804574,1.207076288
601,8/26/2020,CT,1.084699584,67,"Region 01 CT,MA,ME,NH,RI,VT",-0.525383251,0.292719232,-0.299124725,0.399591897
1081,8/26/2020,HI,0.879517629,78.5,"Region 09 AZ, CA, HI, NV",-1.848355817,-0.358493119,-1.625378355,-0.253573991
1849,8/26/2020,MA,1.127692001,68,"Region 01 CT,MA,ME,NH,RI,VT",0.417479967,0.373450385,0.058248501,0.481999678
3673,8/26/2020,PA,1.051884404,70,"Region 03 DC, DE, MD, PA, VA, WV",-0.614323108,0.470956706,0.019386791,0.174750329
2521,8/26/2020,MT,1.073057936,76,"Region 08 CO, MT, ND, SD, UT, WY",-0.306025833,0.947525825,-0.507184845,0.840532065
697,8/26/2020,DC,0.968596664,79.5,"Region 03 DC, DE, MD, PA, VA, WV",-0.751923728,0.986553074,-1.183788505,1.073466309
1753,8/26/2020,LA,0.913075263,83.5,"Region 06 AR, LA, NM, OK, TX",-1.370169305,0.752574435,-1.474001898,0.942732914
505,8/26/2020,CO,1.076387702,81,"Region 08 CO, MT, ND, SD, UT, WY",-0.283901066,1.079174235,-0.464378303,1.1558753
4825,8/26/2020,WY,1.166070204,76,"Region 08 CO, MT, ND, SD, UT, WY",-0.08505668,1.097496933,0.688554915,0.840532065
3097,8/26/2020,NM,1.024564913,79.5,"Region 06 AR, LA, NM, OK, TX",-0.747239339,0.847461995,-0.008540805,0.590275082
4345,8/26/2020,VA,0.968206179,82,"Region 03 DC, DE, MD, PA, VA, WV",-0.82748942,0.960772897,-1.189429454,1.309970514
1177,8/26/2020,IA,0.98132456,83,"Region 07 IA, KS, MO, NE",-1.349874921,1.451271252,-1.369488557,1.357073983
1561,8/26/2020,KS,0.998725368,81,"Region 07 IA, KS, MO, NE",-1.14747873,1.177204153,-1.156455872,1.211031411
2329,8/26/2020,MO,1.007574718,80.5,"Region 07 IA, KS, MO, NE",-1.005033822,1.197946636,-1.04811603,1.174520767
3289,8/26/2020,NY,1.045692236,72,"Region 02 NJ, NY",-0.238921294,0.483705766,-0.237913511,0.455605887
2905,8/26/2020,NH,1.116482685,67.5,"Region 01 CT,MA,ME,NH,RI,VT",0.117646279,0.344649378,-0.034928615,0.440795788
2233,8/26/2020,MN,0.979666808,79,"Region 05 IL, IN, MI, MN, OH, WI",-1.126299202,1.576888062,-1.178267376,1.415870229
889,8/26/2020,FL,0.970319705,86,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.695522301,1.072898785,-0.37334112,1.219989317
25,8/26/2020,AK,1.045305428,56,"Region 10 AK, ID, OR, WA",-0.820154042,0.746789966,-0.123007597,-0.229648393
217,8/26/2020,AR,0.989092356,81.5,"Region 06 AR, LA, NM, OK, TX",-0.787405584,0.999926491,-0.474805181,0.766503998
1945,8/26/2020,MD,1.037382851,77,"Region 03 DC, DE, MD, PA, VA, WV",-0.326600964,0.839149961,-0.190102749,0.836962104
1273,8/26/2020,ID,1.060315012,77,"Region 10 AK, ID, OR, WA",0.220809515,0.881864311,0.119127523,1.264409405
409,8/26/2020,CA,0.888385921,72,"Region 09 AZ, CA, HI, NV",-1.288382449,0.236278964,-1.510455721,-0.87015527
1657,8/26/2020,KY,0.974674879,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.49626796,1.267985386,-0.316735129,0.803431652
1465,8/26/2020,IN,0.994317812,79,"Region 05 IL, IN, MI, MN, OH, WI",-1.33570517,1.464596242,-1.016922218,1.415870229
793,8/26/2020,DE,1.137530192,74,"Region 03 DC, DE, MD, PA, VA, WV",1.019925354,0.714119855,1.256626465,0.553157058
2617,8/26/2020,NC,0.97350295,85.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.142962086,1.454140933,-0.331967173,1.182120439
3865,8/26/2020,SC,0.885790043,84,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.208602148,1.13502304,-1.472007959,1.068513803
4441,8/26/2020,VT,1.059202789,61,"Region 01 CT,MA,ME,NH,RI,VT",-0.789499065,0.070425446,-0.511066098,-0.09485479
4249,8/26/2020,UT,1.089008901,82.5,"Region 08 CO, MT, ND, SD, UT, WY",0.962461384,0.9686084,-0.302123691,1.25047827
