date,State,Rt,Climate,Region,RtVarianceByState,ClimateVarianceByState
10/22/2020,DE,1.143536939,67.5,"Region 03 DC, DE, MD, PA, VA, WV",1.10920433,0.083389792
10/23/2020,DE,1.147106548,65.5,"Region 03 DC, DE, MD, PA, VA, WV",1.162259842,-0.110680997
10/24/2020,DE,1.1514163,61.5,"Region 03 DC, DE, MD, PA, VA, WV",1.226316185,-0.498822574
10/25/2020,DE,1.14770364,48.5,"Region 03 DC, DE, MD, PA, VA, WV",1.17113449,-1.7602827
10/26/2020,DE,1.142404458,55,"Region 03 DC, DE, MD, PA, VA, WV",1.092372134,-1.129552637
10/27/2020,DE,1.148652504,60,"Region 03 DC, DE, MD, PA, VA, WV",1.185237565,-0.644375665
10/28/2020,DE,1.149190383,62.5,"Region 03 DC, DE, MD, PA, VA, WV",1.193232123,-0.40178718
10/29/2020,DE,1.141205624,53.5,"Region 03 DC, DE, MD, PA, VA, WV",1.074553725,-1.275105728
10/30/2020,DE,1.143232025,45.5,"Region 03 DC, DE, MD, PA, VA, WV",1.104672358,-2.051388883
10/31/2020,DE,1.139913375,41.5,"Region 03 DC, DE, MD, PA, VA, WV",1.055346879,-2.43953046
11/1/2020,DE,1.146980598,48,"Region 03 DC, DE, MD, PA, VA, WV",1.160387833,-1.808800397
11/2/2020,DE,1.14971558,43,"Region 03 DC, DE, MD, PA, VA, WV",1.201038187,-2.293977369
11/3/2020,DE,1.142908784,49,"Region 03 DC, DE, MD, PA, VA, WV",1.09986799,-1.711765003
11/4/2020,DE,1.147385877,50.5,"Region 03 DC, DE, MD, PA, VA, WV",1.166411541,-1.566211911
8/1/2020,FL,0.924722111,86,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.399044963,1.072898785
8/2/2020,FL,0.924610855,84.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.400761525,0.709375432
8/3/2020,FL,0.9245037,85.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.402414813,0.951724334
8/4/2020,FL,0.922126234,85,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.4390966,0.830549883
8/5/2020,FL,0.92374495,84,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.414121524,0.588200981
8/6/2020,FL,0.922012215,84,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.440855793,0.588200981
8/7/2020,FL,0.925127402,85,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.392791751,0.830549883
8/8/2020,FL,0.929221132,85,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.329629826,0.830549883
8/9/2020,FL,0.930767531,85,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.305770524,0.830549883
8/10/2020,FL,0.933330886,86,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.266220667,1.072898785
8/11/2020,FL,0.937972695,85,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.194602462,0.830549883
8/12/2020,FL,0.944048211,84.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.100863675,0.709375432
8/13/2020,FL,0.951406751,86,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.987329183,1.072898785
8/14/2020,FL,0.954774265,85.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.935372003,0.951724334
8/15/2020,FL,0.960100893,85,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.853187765,0.830549883
8/16/2020,FL,0.965746854,86,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.766076557,1.072898785
8/17/2020,FL,0.967743512,84,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.735270235,0.588200981
8/18/2020,FL,0.966744334,84,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.750686495,0.588200981
8/19/2020,FL,0.972839206,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.656649064,0.224677628
8/20/2020,FL,0.976097371,82,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.606379024,0.103503177
8/21/2020,FL,0.975178289,82,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.620559487,0.103503177
8/22/2020,FL,0.978171555,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.574376558,0.224677628
8/23/2020,FL,0.976023478,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.607519114,0.46702653
8/24/2020,FL,0.97492921,85,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.624402513,0.830549883
8/25/2020,FL,0.973216489,87.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.650827987,1.436422138
8/26/2020,FL,0.970319705,86,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.695522301,1.072898785
8/27/2020,FL,0.969299658,85.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.711260548,0.951724334
8/28/2020,FL,0.966557481,86,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.753569439,1.072898785
8/29/2020,FL,0.965952743,84.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.762899907,0.709375432
8/30/2020,FL,0.966286514,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.757750173,0.345852079
8/31/2020,FL,0.963347714,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.80309275,0.345852079
9/1/2020,FL,0.96462401,84.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.783400852,0.709375432
9/2/2020,FL,0.965173772,86.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.774918606,1.194073236
9/3/2020,FL,0.962472145,87,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.816601854,1.315247687
9/4/2020,FL,0.964894465,87.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.779228018,1.436422138
9/5/2020,FL,0.962863524,86.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.81056329,1.194073236
9/6/2020,FL,0.963975589,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.793405303,0.46702653
9/7/2020,FL,0.963906162,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.794476488,0.224677628
9/8/2020,FL,0.96655367,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.753628239,0.345852079
9/9/2020,FL,0.966231438,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.758599938,0.224677628
9/10/2020,FL,0.969812179,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.70335289,0.46702653
9/11/2020,FL,0.971801272,84.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.672663289,0.709375432
9/12/2020,FL,0.976882305,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.594268322,-0.017671274
9/13/2020,FL,0.978553284,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.568486883,-0.138845725
9/14/2020,FL,0.986428906,82,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.446974363,0.103503177
9/15/2020,FL,0.98760595,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.428813819,0.224677628
9/16/2020,FL,0.989553918,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.398758732,0.345852079
9/17/2020,FL,0.990249876,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.388020836,0.46702653
9/18/2020,FL,0.999455145,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.245993269,0.224677628
9/19/2020,FL,1.002796051,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.194446622,-0.138845725
9/20/2020,FL,1.003708266,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.180372109,-0.623543529
9/21/2020,FL,1.006465738,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.137827231,-0.623543529
9/22/2020,FL,1.010537991,78.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.074996674,-0.74471798
9/23/2020,FL,1.012186821,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.04955697,-0.623543529
9/24/2020,FL,1.018991461,80,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.05543143,-0.381194627
9/25/2020,FL,1.022713507,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.112858664,0.46702653
9/26/2020,FL,1.025479733,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.155538607,0.345852079
9/27/2020,FL,1.028198188,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.197481493,-0.138845725
9/28/2020,FL,1.028922876,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.208662662,0.224677628
9/29/2020,FL,1.034478738,78.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.294383738,-0.74471798
9/30/2020,FL,1.035409972,74.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.308751694,-1.714113588
10/1/2020,FL,1.037622229,76.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.342884481,-1.229415784
10/2/2020,FL,1.039463081,74.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.371286881,-1.714113588
10/3/2020,FL,1.040444559,75,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.386430048,-1.592939137
10/4/2020,FL,1.042896437,76,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.424259933,-1.350590235
10/5/2020,FL,1.046147003,78.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.47441273,-0.74471798
10/6/2020,FL,1.047431091,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.49422485,0.224677628
10/7/2020,FL,1.051870993,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.562727843,0.46702653
10/8/2020,FL,1.057097055,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.643360454,0.46702653
10/9/2020,FL,1.062197822,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.722059895,0.345852079
10/10/2020,FL,1.065098615,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.766816064,0.224677628
10/11/2020,FL,1.069645958,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.836976758,0.224677628
10/12/2020,FL,1.078491773,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.97345833,-0.138845725
10/13/2020,FL,1.082722998,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.038741658,-0.260020176
10/14/2020,FL,1.089520232,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.143615791,-0.260020176
10/15/2020,FL,1.093027761,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.197733255,-0.260020176
10/16/2020,FL,1.099343528,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.295178862,-0.260020176
10/17/2020,FL,1.105405859,76.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.388714219,-1.229415784
10/18/2020,FL,1.102925025,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.350437574,-0.623543529
10/19/2020,FL,1.108605924,78.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.438087838,-0.74471798
10/20/2020,FL,1.109416849,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.450599554,-0.623543529
10/21/2020,FL,1.114021489,78.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.52164428,-0.74471798
10/22/2020,FL,1.119080074,79.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.599692898,-0.502369078
10/23/2020,FL,1.12017846,79.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.616639832,-0.502369078
10/24/2020,FL,1.117789432,78.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.579779656,-0.74471798
10/25/2020,FL,1.114760496,79.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.533046377,-0.502369078
10/26/2020,FL,1.118608782,80,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.592421361,-0.381194627
10/27/2020,FL,1.118971753,82,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.598021619,0.103503177
10/28/2020,FL,1.116405802,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.558431709,0.224677628
10/29/2020,FL,1.115625254,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.546388678,-0.260020176
10/30/2020,FL,1.11389597,72.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.519707655,-2.198811392
10/31/2020,FL,1.11139377,74,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.481101354,-1.835288039
11/1/2020,FL,1.118326786,78,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.58807046,-0.865892431
11/2/2020,FL,1.117363087,66,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.573201604,-3.774079255
11/3/2020,FL,1.120516903,66.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.62186165,-3.652904804
11/4/2020,FL,1.114118132,69.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.523135379,-2.925858098
8/1/2020,GA,0.953985381,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.679212915,0.961454774
8/2/2020,GA,0.953771744,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.683011009,1.134841734
8/3/2020,GA,0.956067262,80,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.642200696,0.788067815
8/4/2020,GA,0.955767607,79.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.64752804,0.730272161
8/5/2020,GA,0.954814031,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.664480961,1.077046081
8/6/2020,GA,0.95671943,82,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.630606284,1.019250428
8/7/2020,GA,0.955873464,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.645646087,1.077046081
8/8/2020,GA,0.956911564,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.627190476,1.192637388
8/9/2020,GA,0.953507294,84.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.687712469,1.308228694
8/10/2020,GA,0.955386674,84,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.654300365,1.250433041
8/11/2020,GA,0.957037119,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.624958327,1.134841734
8/12/2020,GA,0.952199307,84,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.710966201,1.250433041
8/13/2020,GA,0.955273302,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.656315922,1.192637388
8/14/2020,GA,0.950050714,79.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.749164443,0.730272161
8/15/2020,GA,0.949256147,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.763290461,0.903659121
8/16/2020,GA,0.947579579,82,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.793096921,1.019250428
8/17/2020,GA,0.942591355,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.881778858,0.961454774
8/18/2020,GA,0.939649244,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.934084469,0.903659121
8/19/2020,GA,0.94098839,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.910276785,0.672476508
8/20/2020,GA,0.935493283,76.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.007970219,0.383498241
8/21/2020,GA,0.93394061,76,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.035574041,0.325702588
8/22/2020,GA,0.932562143,77.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.060080785,0.499089548
8/23/2020,GA,0.929386831,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.116532303,0.672476508
8/24/2020,GA,0.925421716,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.187025144,0.672476508
8/25/2020,GA,0.925692152,74.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.182217263,0.152315628
8/26/2020,GA,0.925178875,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.191342434,0.961454774
8/27/2020,GA,0.921565665,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.255579016,0.961454774
8/28/2020,GA,0.921970971,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.248373381,0.903659121
8/29/2020,GA,0.922316306,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.242233926,1.077046081
8/30/2020,GA,0.917984782,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.319240881,0.961454774
8/31/2020,GA,0.917049728,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.335864513,0.903659121
9/1/2020,GA,0.919403075,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.294026101,0.961454774
9/2/2020,GA,0.917670517,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.324827966,0.961454774
9/3/2020,GA,0.918259315,82,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.314360162,1.019250428
9/4/2020,GA,0.921228725,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.261569223,1.134841734
9/5/2020,GA,0.920043813,78.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.282634895,0.614680855
9/6/2020,GA,0.920637539,76.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.272079481,0.383498241
9/7/2020,GA,0.923683106,75.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.217934602,0.267906935
9/8/2020,GA,0.927075542,76.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.157622997,0.383498241
9/9/2020,GA,0.929841868,77.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.108442538,0.499089548
9/10/2020,GA,0.93503345,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.016145249,0.903659121
9/11/2020,GA,0.938497583,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.954558996,1.077046081
9/12/2020,GA,0.944430794,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.849076835,0.845863468
9/13/2020,GA,0.951327894,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.726458407,0.845863468
9/14/2020,GA,0.954983646,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.661465501,0.845863468
9/15/2020,GA,0.962198545,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.53319716,-0.021071332
9/16/2020,GA,0.966427578,66,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.458012317,-0.830210478
9/17/2020,GA,0.968483136,71,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.421468074,-0.252253945
9/18/2020,GA,0.975883821,75,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.289896781,0.210111281
9/19/2020,GA,0.983252203,66.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.158899779,-0.772414825
9/20/2020,GA,0.990728245,63.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.025988769,-1.119188745
9/21/2020,GA,0.994581677,62.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.042518542,-1.234780052
9/22/2020,GA,1.001374517,61,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.163283409,-1.408167012
9/23/2020,GA,1.005409267,69,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.235014239,-0.483436558
9/24/2020,GA,1.012781907,66.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.366086941,-0.772414825
9/25/2020,GA,1.016290944,73.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.428471509,0.036724321
9/26/2020,GA,1.02382288,74.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.562376217,0.152315628
9/27/2020,GA,1.02803481,75,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.637256998,0.210111281
9/28/2020,GA,1.033282044,76.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.730543682,0.383498241
9/29/2020,GA,1.039322734,61.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.837936632,-1.350371358
9/30/2020,GA,1.038959033,61.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.831470662,-1.350371358
10/1/2020,GA,1.042002721,67.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.885582135,-0.656823518
10/2/2020,GA,1.04585526,59.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.95407357,-1.581553972
10/3/2020,GA,1.052103982,60,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.065164967,-1.523758318
10/4/2020,GA,1.051843696,64.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.060537535,-1.003597438
10/5/2020,GA,1.054954434,65.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.115841041,-0.888006132
10/6/2020,GA,1.059463495,68,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.196004294,-0.599027865
10/7/2020,GA,1.064157579,72.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.279456934,-0.078866985
10/8/2020,GA,1.064362906,72,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.283107291,-0.136662639
10/9/2020,GA,1.063514487,70,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.268023878,-0.367845252
10/10/2020,GA,1.064598872,71,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.287302355,-0.252253945
10/11/2020,GA,1.063045565,72.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.259687262,-0.078866985
10/12/2020,GA,1.061190844,75.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.226713552,0.267906935
10/13/2020,GA,1.0625478,70,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.250837867,-0.367845252
10/14/2020,GA,1.059625866,67.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.198890968,-0.656823518
10/15/2020,GA,1.063492411,72,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.267631405,-0.136662639
10/16/2020,GA,1.057701757,60.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.16468366,-1.465962665
10/17/2020,GA,1.060166368,56,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.208500152,-1.986123545
10/18/2020,GA,1.05536197,60.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.123086321,-1.465962665
10/19/2020,GA,1.053291217,65,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.086271938,-0.945801785
10/20/2020,GA,1.058757159,68,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.18344687,-0.599027865
10/21/2020,GA,1.05620391,71.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.138054548,-0.194458292
10/22/2020,GA,1.062247012,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.24549038,-0.021071332
10/23/2020,GA,1.061013411,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.223559102,-0.021071332
10/24/2020,GA,1.067147836,72.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.332618497,-0.078866985
10/25/2020,GA,1.059247402,70.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.192162537,-0.310049599
10/26/2020,GA,1.055091445,66.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.118276858,-0.772414825
10/27/2020,GA,1.055319411,69.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.122329696,-0.425640905
10/28/2020,GA,1.056531726,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.143882546,-0.021071332
10/29/2020,GA,1.055516969,66,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.125841933,-0.830210478
10/30/2020,GA,1.054199362,55.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.102417175,-2.043919198
10/31/2020,GA,1.047690311,56.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.986697582,-1.928327891
11/1/2020,GA,1.048162335,60.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.995089347,-1.465962665
11/2/2020,GA,1.050372653,48.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.034384952,-2.853058345
11/3/2020,GA,1.054528226,51.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.108263805,-2.506284425
11/4/2020,GA,1.049993802,56.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",1.027649641,-1.928327891
8/1/2020,HI,1.122770767,78,"Region 09 AZ, CA, HI, NV",2.487181402,-0.788684861
8/2/2020,HI,1.10580642,78.5,"Region 09 AZ, CA, HI, NV",2.184823297,-0.358493119
8/3/2020,HI,1.089867371,79,"Region 09 AZ, CA, HI, NV",1.900739232,0.071698624
8/4/2020,HI,1.074663438,77,"Region 09 AZ, CA, HI, NV",1.62975725,-1.649068345
8/5/2020,HI,1.058838085,79.5,"Region 09 AZ, CA, HI, NV",1.347699607,0.501890366
8/6/2020,HI,1.042465751,78.5,"Region 09 AZ, CA, HI, NV",1.055893038,-0.358493119
8/7/2020,HI,1.030741512,79,"Region 09 AZ, CA, HI, NV",0.846930166,0.071698624
8/8/2020,HI,1.008982757,79.5,"Region 09 AZ, CA, HI, NV",0.459120607,0.501890366
8/9/2020,HI,0.997356508,78.5,"Region 09 AZ, CA, HI, NV",0.251904224,-0.358493119
8/10/2020,HI,0.981658645,77.5,"Region 09 AZ, CA, HI, NV",-0.027881146,-1.218876603
8/11/2020,HI,0.963849133,77.5,"Region 09 AZ, CA, HI, NV",-0.345302754,-1.218876603
8/12/2020,HI,0.946965175,78,"Region 09 AZ, CA, HI, NV",-0.646228073,-0.788684861
8/13/2020,HI,0.935479733,78.5,"Region 09 AZ, CA, HI, NV",-0.850934831,-0.358493119
8/14/2020,HI,0.923075092,79,"Region 09 AZ, CA, HI, NV",-1.072024611,0.071698624
8/15/2020,HI,0.912595414,79.5,"Region 09 AZ, CA, HI, NV",-1.258805487,0.501890366
8/16/2020,HI,0.901895725,79.5,"Region 09 AZ, CA, HI, NV",-1.449507651,0.501890366
8/17/2020,HI,0.89417396,79.5,"Region 09 AZ, CA, HI, NV",-1.587133828,0.501890366
8/18/2020,HI,0.889014389,77.5,"Region 09 AZ, CA, HI, NV",-1.679093637,-1.218876603
8/19/2020,HI,0.881777274,77.5,"Region 09 AZ, CA, HI, NV",-1.808081825,-1.218876603
8/20/2020,HI,0.878351175,78.5,"Region 09 AZ, CA, HI, NV",-1.869145702,-0.358493119
8/21/2020,HI,0.874276979,80,"Region 09 AZ, CA, HI, NV",-1.94176071,0.932082108
8/22/2020,HI,0.875205859,79,"Region 09 AZ, CA, HI, NV",-1.925205142,0.071698624
8/23/2020,HI,0.873366215,81,"Region 09 AZ, CA, HI, NV",-1.957993393,1.792465593
8/24/2020,HI,0.873491501,80,"Region 09 AZ, CA, HI, NV",-1.955760402,0.932082108
