date,State,Rt,Climate,Region
10/5/2020,GA,1.054954434,65.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/6/2020,GA,1.059463495,68,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/7/2020,GA,1.064157579,72.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/8/2020,GA,1.064362906,72,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/9/2020,GA,1.063514487,70,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/10/2020,GA,1.064598872,71,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/11/2020,GA,1.063045565,72.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/12/2020,GA,1.061190844,75.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/13/2020,GA,1.0625478,70,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/14/2020,GA,1.059625866,67.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/15/2020,GA,1.063492411,72,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/16/2020,GA,1.057701757,60.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/17/2020,GA,1.060166368,56,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/18/2020,GA,1.05536197,60.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/19/2020,GA,1.053291217,65,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/20/2020,GA,1.058757159,68,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/21/2020,GA,1.05620391,71.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/22/2020,GA,1.062247012,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/23/2020,GA,1.061013411,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/24/2020,GA,1.067147836,72.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/25/2020,GA,1.059247402,70.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/26/2020,GA,1.055091445,66.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/27/2020,GA,1.055319411,69.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/28/2020,GA,1.056531726,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/29/2020,GA,1.055516969,66,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/30/2020,GA,1.054199362,55.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
10/31/2020,GA,1.047690311,56.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
11/1/2020,GA,1.048162335,60.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
11/2/2020,GA,1.050372653,48.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
11/3/2020,GA,1.054528226,51.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
11/4/2020,GA,1.049993802,56.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
8/1/2020,HI,1.122770767,78,"Region 09 AZ, CA, HI, NV"
8/2/2020,HI,1.10580642,78.5,"Region 09 AZ, CA, HI, NV"
8/3/2020,HI,1.089867371,79,"Region 09 AZ, CA, HI, NV"
8/4/2020,HI,1.074663438,77,"Region 09 AZ, CA, HI, NV"
8/5/2020,HI,1.058838085,79.5,"Region 09 AZ, CA, HI, NV"
8/6/2020,HI,1.042465751,78.5,"Region 09 AZ, CA, HI, NV"
8/7/2020,HI,1.030741512,79,"Region 09 AZ, CA, HI, NV"
8/8/2020,HI,1.008982757,79.5,"Region 09 AZ, CA, HI, NV"
8/9/2020,HI,0.997356508,78.5,"Region 09 AZ, CA, HI, NV"
8/10/2020,HI,0.981658645,77.5,"Region 09 AZ, CA, HI, NV"
8/11/2020,HI,0.963849133,77.5,"Region 09 AZ, CA, HI, NV"
8/12/2020,HI,0.946965175,78,"Region 09 AZ, CA, HI, NV"
8/13/2020,HI,0.935479733,78.5,"Region 09 AZ, CA, HI, NV"
8/14/2020,HI,0.923075092,79,"Region 09 AZ, CA, HI, NV"
8/15/2020,HI,0.912595414,79.5,"Region 09 AZ, CA, HI, NV"
8/16/2020,HI,0.901895725,79.5,"Region 09 AZ, CA, HI, NV"
8/17/2020,HI,0.89417396,79.5,"Region 09 AZ, CA, HI, NV"
8/18/2020,HI,0.889014389,77.5,"Region 09 AZ, CA, HI, NV"
8/19/2020,HI,0.881777274,77.5,"Region 09 AZ, CA, HI, NV"
8/20/2020,HI,0.878351175,78.5,"Region 09 AZ, CA, HI, NV"
8/21/2020,HI,0.874276979,80,"Region 09 AZ, CA, HI, NV"
8/22/2020,HI,0.875205859,79,"Region 09 AZ, CA, HI, NV"
8/23/2020,HI,0.873366215,81,"Region 09 AZ, CA, HI, NV"
8/24/2020,HI,0.873491501,80,"Region 09 AZ, CA, HI, NV"
8/25/2020,HI,0.874755395,79.5,"Region 09 AZ, CA, HI, NV"
8/26/2020,HI,0.879517629,78.5,"Region 09 AZ, CA, HI, NV"
8/27/2020,HI,0.88308549,78.5,"Region 09 AZ, CA, HI, NV"
8/28/2020,HI,0.888186188,78,"Region 09 AZ, CA, HI, NV"
8/29/2020,HI,0.894938942,79,"Region 09 AZ, CA, HI, NV"
8/30/2020,HI,0.896352339,79,"Region 09 AZ, CA, HI, NV"
8/31/2020,HI,0.901136467,78,"Region 09 AZ, CA, HI, NV"
9/1/2020,HI,0.909444609,80,"Region 09 AZ, CA, HI, NV"
9/2/2020,HI,0.917076474,78.5,"Region 09 AZ, CA, HI, NV"
9/3/2020,HI,0.925729781,80.5,"Region 09 AZ, CA, HI, NV"
9/4/2020,HI,0.932192796,81,"Region 09 AZ, CA, HI, NV"
9/5/2020,HI,0.94088915,81,"Region 09 AZ, CA, HI, NV"
9/6/2020,HI,0.946454903,80,"Region 09 AZ, CA, HI, NV"
9/7/2020,HI,0.956960314,81,"Region 09 AZ, CA, HI, NV"
9/8/2020,HI,0.965583111,79,"Region 09 AZ, CA, HI, NV"
9/9/2020,HI,0.974228518,77,"Region 09 AZ, CA, HI, NV"
9/10/2020,HI,0.98133336,78.5,"Region 09 AZ, CA, HI, NV"
9/11/2020,HI,0.98507184,79,"Region 09 AZ, CA, HI, NV"
9/12/2020,HI,0.993297583,78.5,"Region 09 AZ, CA, HI, NV"
9/13/2020,HI,0.994617693,77.5,"Region 09 AZ, CA, HI, NV"
9/14/2020,HI,1.001961888,79.5,"Region 09 AZ, CA, HI, NV"
9/15/2020,HI,1.010447664,78.5,"Region 09 AZ, CA, HI, NV"
9/16/2020,HI,1.010297407,78,"Region 09 AZ, CA, HI, NV"
9/17/2020,HI,1.013484652,79,"Region 09 AZ, CA, HI, NV"
9/18/2020,HI,1.015063336,78.5,"Region 09 AZ, CA, HI, NV"
9/19/2020,HI,1.014954378,81.5,"Region 09 AZ, CA, HI, NV"
9/20/2020,HI,1.017307163,79.5,"Region 09 AZ, CA, HI, NV"
9/21/2020,HI,1.017010245,78,"Region 09 AZ, CA, HI, NV"
9/22/2020,HI,1.013971619,78.5,"Region 09 AZ, CA, HI, NV"
9/23/2020,HI,1.014777693,76.5,"Region 09 AZ, CA, HI, NV"
9/24/2020,HI,1.019266136,79.5,"Region 09 AZ, CA, HI, NV"
9/25/2020,HI,1.025002127,79.5,"Region 09 AZ, CA, HI, NV"
9/26/2020,HI,1.016363758,77.5,"Region 09 AZ, CA, HI, NV"
9/27/2020,HI,1.016647562,78,"Region 09 AZ, CA, HI, NV"
9/28/2020,HI,1.01568283,78.5,"Region 09 AZ, CA, HI, NV"
9/29/2020,HI,1.016968345,77.5,"Region 09 AZ, CA, HI, NV"
9/30/2020,HI,1.016846863,80.5,"Region 09 AZ, CA, HI, NV"
10/1/2020,HI,1.017594833,79,"Region 09 AZ, CA, HI, NV"
10/2/2020,HI,1.017117769,79,"Region 09 AZ, CA, HI, NV"
10/3/2020,HI,1.016464805,78,"Region 09 AZ, CA, HI, NV"
10/4/2020,HI,1.01458476,78.5,"Region 09 AZ, CA, HI, NV"
10/5/2020,HI,1.010093471,78.5,"Region 09 AZ, CA, HI, NV"
10/6/2020,HI,1.015053711,80,"Region 09 AZ, CA, HI, NV"
10/7/2020,HI,1.018130149,79.5,"Region 09 AZ, CA, HI, NV"
10/8/2020,HI,1.014728092,77.5,"Region 09 AZ, CA, HI, NV"
10/9/2020,HI,1.01449612,78,"Region 09 AZ, CA, HI, NV"
10/10/2020,HI,1.015980996,79,"Region 09 AZ, CA, HI, NV"
10/11/2020,HI,1.010765937,78.5,"Region 09 AZ, CA, HI, NV"
10/12/2020,HI,1.012928568,81,"Region 09 AZ, CA, HI, NV"
10/13/2020,HI,1.008658239,79,"Region 09 AZ, CA, HI, NV"
10/14/2020,HI,1.008322266,78.5,"Region 09 AZ, CA, HI, NV"
10/15/2020,HI,1.009595677,80,"Region 09 AZ, CA, HI, NV"
10/16/2020,HI,1.008833254,80.5,"Region 09 AZ, CA, HI, NV"
10/17/2020,HI,1.00590559,80.5,"Region 09 AZ, CA, HI, NV"
10/18/2020,HI,1.011942577,75,"Region 09 AZ, CA, HI, NV"
10/19/2020,HI,1.012099808,79,"Region 09 AZ, CA, HI, NV"
10/20/2020,HI,1.007338993,78.5,"Region 09 AZ, CA, HI, NV"
10/21/2020,HI,1.012822536,78,"Region 09 AZ, CA, HI, NV"
10/22/2020,HI,1.005766511,78.5,"Region 09 AZ, CA, HI, NV"
10/23/2020,HI,1.000418952,80,"Region 09 AZ, CA, HI, NV"
10/24/2020,HI,1.006327245,79.5,"Region 09 AZ, CA, HI, NV"
10/25/2020,HI,1.004096701,81.5,"Region 09 AZ, CA, HI, NV"
10/26/2020,HI,1.003679024,77,"Region 09 AZ, CA, HI, NV"
10/27/2020,HI,1.003102574,77.5,"Region 09 AZ, CA, HI, NV"
10/28/2020,HI,1.009425031,78.5,"Region 09 AZ, CA, HI, NV"
10/29/2020,HI,1.013240534,78,"Region 09 AZ, CA, HI, NV"
10/30/2020,HI,1.006391769,80,"Region 09 AZ, CA, HI, NV"
10/31/2020,HI,1.007554314,80.5,"Region 09 AZ, CA, HI, NV"
11/1/2020,HI,1.008611975,79,"Region 09 AZ, CA, HI, NV"
11/2/2020,HI,1.008640653,79.5,"Region 09 AZ, CA, HI, NV"
11/3/2020,HI,1.009335744,80,"Region 09 AZ, CA, HI, NV"
11/4/2020,HI,1.005780528,80.5,"Region 09 AZ, CA, HI, NV"
8/1/2020,IA,1.113522229,72.5,"Region 07 IA, KS, MO, NE"
8/2/2020,IA,1.115119903,72.5,"Region 07 IA, KS, MO, NE"
8/3/2020,IA,1.122507423,67,"Region 07 IA, KS, MO, NE"
8/4/2020,IA,1.127386838,66,"Region 07 IA, KS, MO, NE"
8/5/2020,IA,1.12658216,66.5,"Region 07 IA, KS, MO, NE"
8/6/2020,IA,1.131931411,69.5,"Region 07 IA, KS, MO, NE"
8/7/2020,IA,1.131802792,75.5,"Region 07 IA, KS, MO, NE"
8/8/2020,IA,1.128417567,79,"Region 07 IA, KS, MO, NE"
8/9/2020,IA,1.125341455,83.5,"Region 07 IA, KS, MO, NE"
8/10/2020,IA,1.116805332,72,"Region 07 IA, KS, MO, NE"
8/11/2020,IA,1.107503318,70.5,"Region 07 IA, KS, MO, NE"
8/12/2020,IA,1.095414614,78,"Region 07 IA, KS, MO, NE"
8/13/2020,IA,1.088669855,81,"Region 07 IA, KS, MO, NE"
8/14/2020,IA,1.072068692,80,"Region 07 IA, KS, MO, NE"
8/15/2020,IA,1.063058109,74,"Region 07 IA, KS, MO, NE"
8/16/2020,IA,1.046170958,75,"Region 07 IA, KS, MO, NE"
8/17/2020,IA,1.033115485,73,"Region 07 IA, KS, MO, NE"
8/18/2020,IA,1.018403487,69,"Region 07 IA, KS, MO, NE"
8/19/2020,IA,1.007566904,70,"Region 07 IA, KS, MO, NE"
8/20/2020,IA,0.998734687,72,"Region 07 IA, KS, MO, NE"
8/21/2020,IA,0.991121657,74,"Region 07 IA, KS, MO, NE"
8/22/2020,IA,0.992489115,78,"Region 07 IA, KS, MO, NE"
8/23/2020,IA,0.985905998,82.5,"Region 07 IA, KS, MO, NE"
8/24/2020,IA,0.981161553,83,"Region 07 IA, KS, MO, NE"
8/25/2020,IA,0.979604645,81.5,"Region 07 IA, KS, MO, NE"
8/26/2020,IA,0.98132456,83,"Region 07 IA, KS, MO, NE"
8/27/2020,IA,0.982986083,83,"Region 07 IA, KS, MO, NE"
8/28/2020,IA,0.985023229,82.5,"Region 07 IA, KS, MO, NE"
8/29/2020,IA,0.98890336,71.5,"Region 07 IA, KS, MO, NE"
8/30/2020,IA,0.992303499,69.5,"Region 07 IA, KS, MO, NE"
8/31/2020,IA,0.999806314,71,"Region 07 IA, KS, MO, NE"
9/1/2020,IA,1.005790784,66,"Region 07 IA, KS, MO, NE"
9/2/2020,IA,1.00802042,75.5,"Region 07 IA, KS, MO, NE"
9/3/2020,IA,1.013123279,69,"Region 07 IA, KS, MO, NE"
9/4/2020,IA,1.018242169,67.5,"Region 07 IA, KS, MO, NE"
9/5/2020,IA,1.024602655,73.5,"Region 07 IA, KS, MO, NE"
9/6/2020,IA,1.026072571,82.5,"Region 07 IA, KS, MO, NE"
9/7/2020,IA,1.028011863,64,"Region 07 IA, KS, MO, NE"
9/8/2020,IA,1.032063201,49.5,"Region 07 IA, KS, MO, NE"
9/9/2020,IA,1.031834078,48.5,"Region 07 IA, KS, MO, NE"
9/10/2020,IA,1.036479735,51,"Region 07 IA, KS, MO, NE"
9/11/2020,IA,1.037226101,56.5,"Region 07 IA, KS, MO, NE"
9/12/2020,IA,1.040054536,62,"Region 07 IA, KS, MO, NE"
9/13/2020,IA,1.038977272,63,"Region 07 IA, KS, MO, NE"
9/14/2020,IA,1.035433388,66.5,"Region 07 IA, KS, MO, NE"
9/15/2020,IA,1.035502063,69,"Region 07 IA, KS, MO, NE"
9/16/2020,IA,1.03588968,69.5,"Region 07 IA, KS, MO, NE"
9/17/2020,IA,1.034374754,61.5,"Region 07 IA, KS, MO, NE"
9/18/2020,IA,1.036406645,58.5,"Region 07 IA, KS, MO, NE"
9/19/2020,IA,1.038529991,59,"Region 07 IA, KS, MO, NE"
9/20/2020,IA,1.04014452,62,"Region 07 IA, KS, MO, NE"
9/21/2020,IA,1.045164248,65,"Region 07 IA, KS, MO, NE"
9/22/2020,IA,1.052229484,67,"Region 07 IA, KS, MO, NE"
9/23/2020,IA,1.056826133,68.5,"Region 07 IA, KS, MO, NE"
9/24/2020,IA,1.059855412,71,"Region 07 IA, KS, MO, NE"
9/25/2020,IA,1.068325552,74,"Region 07 IA, KS, MO, NE"
9/26/2020,IA,1.075554202,76,"Region 07 IA, KS, MO, NE"
9/27/2020,IA,1.080726101,61.5,"Region 07 IA, KS, MO, NE"
9/28/2020,IA,1.089762851,56,"Region 07 IA, KS, MO, NE"
9/29/2020,IA,1.099821717,56,"Region 07 IA, KS, MO, NE"
9/30/2020,IA,1.105982493,60.5,"Region 07 IA, KS, MO, NE"
10/1/2020,IA,1.118146567,52.5,"Region 07 IA, KS, MO, NE"
10/2/2020,IA,1.128311201,47,"Region 07 IA, KS, MO, NE"
10/3/2020,IA,1.138047481,48.5,"Region 07 IA, KS, MO, NE"
10/4/2020,IA,1.147071965,47.5,"Region 07 IA, KS, MO, NE"
10/5/2020,IA,1.16040908,56.5,"Region 07 IA, KS, MO, NE"
10/6/2020,IA,1.174809568,63.5,"Region 07 IA, KS, MO, NE"
10/7/2020,IA,1.182187644,68,"Region 07 IA, KS, MO, NE"
10/8/2020,IA,1.188324901,62.5,"Region 07 IA, KS, MO, NE"
10/9/2020,IA,1.197640155,72.5,"Region 07 IA, KS, MO, NE"
10/10/2020,IA,1.208935723,69,"Region 07 IA, KS, MO, NE"
10/11/2020,IA,1.217821948,70,"Region 07 IA, KS, MO, NE"
10/12/2020,IA,1.22999999,57.5,"Region 07 IA, KS, MO, NE"
10/13/2020,IA,1.230417185,57,"Region 07 IA, KS, MO, NE"
10/14/2020,IA,1.238036721,61.5,"Region 07 IA, KS, MO, NE"
10/15/2020,IA,1.242105,45.5,"Region 07 IA, KS, MO, NE"
10/16/2020,IA,1.250765619,44.5,"Region 07 IA, KS, MO, NE"
10/17/2020,IA,1.256148577,55.5,"Region 07 IA, KS, MO, NE"
10/18/2020,IA,1.260912325,38,"Region 07 IA, KS, MO, NE"
10/19/2020,IA,1.264125118,33.5,"Region 07 IA, KS, MO, NE"
10/20/2020,IA,1.261033048,37,"Region 07 IA, KS, MO, NE"
10/21/2020,IA,1.261428915,43.5,"Region 07 IA, KS, MO, NE"
10/22/2020,IA,1.262433425,45,"Region 07 IA, KS, MO, NE"
10/23/2020,IA,1.26277562,35.5,"Region 07 IA, KS, MO, NE"
10/24/2020,IA,1.262479999,32.5,"Region 07 IA, KS, MO, NE"
10/25/2020,IA,1.262764543,32,"Region 07 IA, KS, MO, NE"
10/26/2020,IA,1.258167081,28.5,"Region 07 IA, KS, MO, NE"
10/27/2020,IA,1.249924742,31.5,"Region 07 IA, KS, MO, NE"
10/28/2020,IA,1.255766172,39.5,"Region 07 IA, KS, MO, NE"
10/29/2020,IA,1.256423483,37.5,"Region 07 IA, KS, MO, NE"
10/30/2020,IA,1.263715436,39.5,"Region 07 IA, KS, MO, NE"
10/31/2020,IA,1.254719745,52.5,"Region 07 IA, KS, MO, NE"
11/1/2020,IA,1.252872261,37.5,"Region 07 IA, KS, MO, NE"
11/2/2020,IA,1.259612496,43.5,"Region 07 IA, KS, MO, NE"
11/3/2020,IA,1.267087919,57.5,"Region 07 IA, KS, MO, NE"
11/4/2020,IA,1.261394706,59.5,"Region 07 IA, KS, MO, NE"
8/1/2020,ID,0.940853193,83.5,"Region 10 AK, ID, OR, WA"
8/2/2020,ID,0.943376857,82,"Region 10 AK, ID, OR, WA"
8/3/2020,ID,0.939937613,80.5,"Region 10 AK, ID, OR, WA"
8/4/2020,ID,0.941278974,76.5,"Region 10 AK, ID, OR, WA"
8/5/2020,ID,0.944408506,80,"Region 10 AK, ID, OR, WA"
8/6/2020,ID,0.946503414,80.5,"Region 10 AK, ID, OR, WA"
8/7/2020,ID,0.948880827,68.5,"Region 10 AK, ID, OR, WA"
8/8/2020,ID,0.952763606,72,"Region 10 AK, ID, OR, WA"
8/9/2020,ID,0.95577309,73,"Region 10 AK, ID, OR, WA"
8/10/2020,ID,0.960730667,74,"Region 10 AK, ID, OR, WA"
8/11/2020,ID,0.966350221,79.5,"Region 10 AK, ID, OR, WA"
8/12/2020,ID,0.971209279,74.5,"Region 10 AK, ID, OR, WA"
8/13/2020,ID,0.973652043,73,"Region 10 AK, ID, OR, WA"
8/14/2020,ID,0.981644764,71.5,"Region 10 AK, ID, OR, WA"
8/15/2020,ID,0.988933269,78,"Region 10 AK, ID, OR, WA"
8/16/2020,ID,0.996378222,86,"Region 10 AK, ID, OR, WA"
8/17/2020,ID,0.999948337,87.5,"Region 10 AK, ID, OR, WA"
8/18/2020,ID,1.007123893,87,"Region 10 AK, ID, OR, WA"
8/19/2020,ID,1.015057291,83.5,"Region 10 AK, ID, OR, WA"
8/20/2020,ID,1.017794905,79,"Region 10 AK, ID, OR, WA"
8/21/2020,ID,1.028409511,79,"Region 10 AK, ID, OR, WA"
8/22/2020,ID,1.03668436,75,"Region 10 AK, ID, OR, WA"
8/23/2020,ID,1.039278769,77.5,"Region 10 AK, ID, OR, WA"
8/24/2020,ID,1.045219577,77.5,"Region 10 AK, ID, OR, WA"
8/25/2020,ID,1.053469773,79.5,"Region 10 AK, ID, OR, WA"
8/26/2020,ID,1.060315012,77,"Region 10 AK, ID, OR, WA"
8/27/2020,ID,1.066531363,76.5,"Region 10 AK, ID, OR, WA"
8/28/2020,ID,1.070758428,74.5,"Region 10 AK, ID, OR, WA"
8/29/2020,ID,1.0716973,76.5,"Region 10 AK, ID, OR, WA"
8/30/2020,ID,1.078830504,68,"Region 10 AK, ID, OR, WA"
8/31/2020,ID,1.083269326,65,"Region 10 AK, ID, OR, WA"
9/1/2020,ID,1.086015447,66.5,"Region 10 AK, ID, OR, WA"
9/2/2020,ID,1.087143785,77.5,"Region 10 AK, ID, OR, WA"
9/3/2020,ID,1.091178207,77,"Region 10 AK, ID, OR, WA"
9/4/2020,ID,1.09144252,82.5,"Region 10 AK, ID, OR, WA"
9/5/2020,ID,1.095047952,82,"Region 10 AK, ID, OR, WA"
9/6/2020,ID,1.095564654,77,"Region 10 AK, ID, OR, WA"
9/7/2020,ID,1.096944656,71.5,"Region 10 AK, ID, OR, WA"
9/8/2020,ID,1.093076863,58.5,"Region 10 AK, ID, OR, WA"
9/9/2020,ID,1.093185939,62.5,"Region 10 AK, ID, OR, WA"
9/10/2020,ID,1.090718549,67,"Region 10 AK, ID, OR, WA"
9/11/2020,ID,1.090573906,70.5,"Region 10 AK, ID, OR, WA"
9/12/2020,ID,1.090515166,70.5,"Region 10 AK, ID, OR, WA"
9/13/2020,ID,1.087367391,71.5,"Region 10 AK, ID, OR, WA"
9/14/2020,ID,1.087128829,71,"Region 10 AK, ID, OR, WA"
9/15/2020,ID,1.087400415,70.5,"Region 10 AK, ID, OR, WA"
9/16/2020,ID,1.084310165,70,"Region 10 AK, ID, OR, WA"
9/17/2020,ID,1.084818646,71,"Region 10 AK, ID, OR, WA"
9/18/2020,ID,1.083860379,69,"Region 10 AK, ID, OR, WA"
9/19/2020,ID,1.081972216,64,"Region 10 AK, ID, OR, WA"
9/20/2020,ID,1.080334714,65,"Region 10 AK, ID, OR, WA"
9/21/2020,ID,1.078630914,72.5,"Region 10 AK, ID, OR, WA"
9/22/2020,ID,1.079523082,68.5,"Region 10 AK, ID, OR, WA"
9/23/2020,ID,1.076328325,72.5,"Region 10 AK, ID, OR, WA"
9/24/2020,ID,1.078695239,64.5,"Region 10 AK, ID, OR, WA"
9/25/2020,ID,1.082800864,63,"Region 10 AK, ID, OR, WA"
9/26/2020,ID,1.083473081,60,"Region 10 AK, ID, OR, WA"
9/27/2020,ID,1.082328652,55,"Region 10 AK, ID, OR, WA"
9/28/2020,ID,1.084291733,59.5,"Region 10 AK, ID, OR, WA"
9/29/2020,ID,1.080815465,64.5,"Region 10 AK, ID, OR, WA"
9/30/2020,ID,1.083956991,66,"Region 10 AK, ID, OR, WA"
10/1/2020,ID,1.084204319,67.5,"Region 10 AK, ID, OR, WA"
10/2/2020,ID,1.088768141,67.5,"Region 10 AK, ID, OR, WA"
10/3/2020,ID,1.086055236,68,"Region 10 AK, ID, OR, WA"
10/4/2020,ID,1.088023205,64,"Region 10 AK, ID, OR, WA"
10/5/2020,ID,1.082116046,65,"Region 10 AK, ID, OR, WA"
10/6/2020,ID,1.081960001,67,"Region 10 AK, ID, OR, WA"
10/7/2020,ID,1.079919987,66,"Region 10 AK, ID, OR, WA"
10/8/2020,ID,1.07669102,65.5,"Region 10 AK, ID, OR, WA"
10/9/2020,ID,1.075530497,63.5,"Region 10 AK, ID, OR, WA"
10/10/2020,ID,1.072062157,56,"Region 10 AK, ID, OR, WA"
10/11/2020,ID,1.06459071,50.5,"Region 10 AK, ID, OR, WA"
10/12/2020,ID,1.065500092,60.5,"Region 10 AK, ID, OR, WA"
10/13/2020,ID,1.06079381,58,"Region 10 AK, ID, OR, WA"
10/14/2020,ID,1.058372655,50.5,"Region 10 AK, ID, OR, WA"
10/15/2020,ID,1.055174841,47.5,"Region 10 AK, ID, OR, WA"
10/16/2020,ID,1.055586036,54.5,"Region 10 AK, ID, OR, WA"
10/17/2020,ID,1.059327894,56.5,"Region 10 AK, ID, OR, WA"
10/18/2020,ID,1.055747009,57.5,"Region 10 AK, ID, OR, WA"
10/19/2020,ID,1.05392943,56.5,"Region 10 AK, ID, OR, WA"
10/20/2020,ID,1.059555463,53.5,"Region 10 AK, ID, OR, WA"
10/21/2020,ID,1.056260101,51.5,"Region 10 AK, ID, OR, WA"
10/22/2020,ID,1.054778418,41,"Region 10 AK, ID, OR, WA"
10/23/2020,ID,1.053632739,43,"Region 10 AK, ID, OR, WA"
10/24/2020,ID,1.058513518,42,"Region 10 AK, ID, OR, WA"
10/25/2020,ID,1.053094185,34.5,"Region 10 AK, ID, OR, WA"
10/26/2020,ID,1.060214132,31,"Region 10 AK, ID, OR, WA"
10/27/2020,ID,1.056393148,41.5,"Region 10 AK, ID, OR, WA"
10/28/2020,ID,1.051597244,48,"Region 10 AK, ID, OR, WA"
10/29/2020,ID,1.054987391,54.5,"Region 10 AK, ID, OR, WA"
10/30/2020,ID,1.054947037,56,"Region 10 AK, ID, OR, WA"
10/31/2020,ID,1.049288134,44.5,"Region 10 AK, ID, OR, WA"
11/1/2020,ID,1.050070427,49,"Region 10 AK, ID, OR, WA"
11/2/2020,ID,1.049084683,51.5,"Region 10 AK, ID, OR, WA"
11/3/2020,ID,1.051224174,52.5,"Region 10 AK, ID, OR, WA"
11/4/2020,ID,1.046823993,54.5,"Region 10 AK, ID, OR, WA"
8/1/2020,IL,1.021145261,74.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/2/2020,IL,1.020082112,76.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/3/2020,IL,1.018007862,66.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/4/2020,IL,1.018965911,67.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/5/2020,IL,1.014844084,67,"Region 05 IL, IN, MI, MN, OH, WI"
8/6/2020,IL,1.011487132,74,"Region 05 IL, IN, MI, MN, OH, WI"
8/7/2020,IL,1.011950973,74,"Region 05 IL, IN, MI, MN, OH, WI"
8/8/2020,IL,1.010216981,78.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/9/2020,IL,1.002522333,83,"Region 05 IL, IN, MI, MN, OH, WI"
8/10/2020,IL,1.002058131,80,"Region 05 IL, IN, MI, MN, OH, WI"
8/11/2020,IL,0.999242336,75.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/12/2020,IL,0.99446784,75,"Region 05 IL, IN, MI, MN, OH, WI"
8/13/2020,IL,0.98881546,78,"Region 05 IL, IN, MI, MN, OH, WI"
8/14/2020,IL,0.984495035,79,"Region 05 IL, IN, MI, MN, OH, WI"
8/15/2020,IL,0.978429792,80,"Region 05 IL, IN, MI, MN, OH, WI"
8/16/2020,IL,0.97377699,75,"Region 05 IL, IN, MI, MN, OH, WI"
8/17/2020,IL,0.967668169,77.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/18/2020,IL,0.962429387,72,"Region 05 IL, IN, MI, MN, OH, WI"
8/19/2020,IL,0.955769374,73,"Region 05 IL, IN, MI, MN, OH, WI"
8/20/2020,IL,0.951973139,75,"Region 05 IL, IN, MI, MN, OH, WI"
8/21/2020,IL,0.949008392,77.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/22/2020,IL,0.944664703,78,"Region 05 IL, IN, MI, MN, OH, WI"
8/23/2020,IL,0.939214234,81,"Region 05 IL, IN, MI, MN, OH, WI"
8/24/2020,IL,0.938590962,84.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/25/2020,IL,0.93656612,81.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/26/2020,IL,0.933713415,85,"Region 05 IL, IN, MI, MN, OH, WI"
8/27/2020,IL,0.934106869,86.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/28/2020,IL,0.935052613,86,"Region 05 IL, IN, MI, MN, OH, WI"
8/29/2020,IL,0.935189885,74,"Region 05 IL, IN, MI, MN, OH, WI"
8/30/2020,IL,0.938221697,69.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/31/2020,IL,0.943706314,75.5,"Region 05 IL, IN, MI, MN, OH, WI"
